Country,EdLevel,YearsCodePro,Salary
Belgium,Bachelor’s degree,27.0,106964.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,4.0,69102.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,9.0,69102.0
India,Bachelor’s degree,10.0,32243.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,3.0,86691.0
Poland,Master’s degree,2.0,22200.0
Portugal,Less than a Bachelors,0.5,17063.0
Germany,Master’s degree,9.0,76788.0
India,Master’s degree,10.0,61908.0
France,Less than a Bachelors,3.0,50123.0
Germany,Bachelor’s degree,11.0,47990.0
United States of America,Post grad,40.0,100000.0
Canada,Bachelor’s degree,8.0,89797.0
South Africa,Bachelor’s degree,6.0,30348.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,62820.0
Germany,Master’s degree,8.0,90647.0
Turkey,Bachelor’s degree,0.5,15036.0
India,Bachelor’s degree,6.0,19346.0
Germany,Bachelor’s degree,10.0,79983.0
Germany,Less than a Bachelors,5.0,63986.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,50256.0
Russian Federation,Bachelor’s degree,4.0,26184.0
Canada,Bachelor’s degree,20.0,124935.0
United States of America,Bachelor’s degree,7.0,125000.0
France,Master’s degree,15.0,57588.0
United States of America,Less than a Bachelors,7.0,120000.0
Belgium,Less than a Bachelors,17.0,70385.0
Germany,Master’s degree,9.0,51192.0
Russian Federation,Bachelor’s degree,19.0,108060.0
Germany,Post grad,3.0,27516.0
Other,Master’s degree,4.0,72000.0
Other,Bachelor’s degree,7.0,21948.0
France,Bachelor’s degree,20.0,106644.0
Germany,Master’s degree,8.0,53748.0
Germany,Master’s degree,10.0,55032.0
India,Post grad,1.0,13220.0
Australia,Master’s degree,20.0,127388.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,25.0,60307.0
Germany,Master’s degree,10.0,59124.0
Brazil,Post grad,20.0,42372.0
Russian Federation,Master’s degree,14.0,38388.0
Spain,Bachelor’s degree,4.0,33276.0
New Zealand,Master’s degree,38.0,96500.0
Denmark,Master’s degree,1.0,67104.0
Greece,Bachelor’s degree,14.0,69318.0
Other,Master’s degree,11.0,86136.0
Australia,Master’s degree,4.0,84925.0
Austria,Bachelor’s degree,24.0,102378.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,2.0,37692.0
Poland,Master’s degree,6.0,34692.0
India,Master’s degree,7.0,39600.0
Denmark,Bachelor’s degree,6.0,105480.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,37692.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,75384.0
Netherlands,Master’s degree,5.0,95979.0
France,Master’s degree,6.0,65053.0
France,Master’s degree,12.0,55455.0
France,Master’s degree,6.0,40525.0
India,Bachelor’s degree,9.0,30953.0
Other,Bachelor’s degree,2.0,12000.0
Denmark,Bachelor’s degree,8.0,101520.0
United States of America,Bachelor’s degree,5.0,101000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,18.0,75384.0
Spain,Master’s degree,10.0,58654.0
Netherlands,Bachelor’s degree,9.0,42657.0
Italy,Bachelor’s degree,5.0,44790.0
India,Less than a Bachelors,10.0,25794.0
Italy,Master’s degree,12.0,39458.0
Serbia,Bachelor’s degree,3.0,21862.0
France,Master’s degree,6.0,63986.0
Spain,Bachelor’s degree,0.5,21120.0
India,Bachelor’s degree,1.0,27084.0
India,Bachelor’s degree,2.0,18576.0
Germany,Master’s degree,20.0,93633.0
United States of America,Bachelor’s degree,25.0,153000.0
Other,Bachelor’s degree,5.0,74472.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,25.0,93099.0
Romania,Master’s degree,15.0,48624.0
France,Master’s degree,25.0,48624.0
Colombia,Post grad,20.0,18120.0
Brazil,Post grad,3.0,14952.0
Canada,Bachelor’s degree,13.0,80427.0
France,Bachelor’s degree,13.0,60787.0
United States of America,Bachelor’s degree,3.0,185000.0
United States of America,Bachelor’s degree,6.0,101000.0
United States of America,Bachelor’s degree,5.0,135000.0
Finland,Bachelor’s degree,2.0,35064.0
United States of America,Less than a Bachelors,15.0,95000.0
Belgium,Bachelor’s degree,7.0,51192.0
Poland,Bachelor’s degree,8.0,38856.0
Austria,Less than a Bachelors,21.0,90647.0
Sweden,Master’s degree,17.0,57288.0
Germany,Bachelor’s degree,3.0,14076.0
United States of America,Master’s degree,5.0,190000.0
Greece,Master’s degree,0.5,16632.0
Germany,Bachelor’s degree,7.0,73584.0
Sweden,Master’s degree,3.0,48756.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,96742.0
Turkey,Less than a Bachelors,5.0,10524.0
United States of America,Less than a Bachelors,22.0,110000.0
Other,Bachelor’s degree,9.0,14340.0
United States of America,Master’s degree,5.0,105000.0
Canada,Bachelor’s degree,41.0,148360.0
Sweden,Less than a Bachelors,9.0,67044.0
Australia,Post grad,17.0,84925.0
United States of America,Bachelor’s degree,3.0,120000.0
United States of America,Master’s degree,32.0,106000.0
Poland,Master’s degree,10.0,105577.0
India,Bachelor’s degree,7.0,20124.0
Spain,Post grad,13.0,186626.0
Poland,Master’s degree,2.0,52728.0
Serbia,Post grad,0.5,12792.0
Germany,Master’s degree,10.0,77317.0
India,Bachelor’s degree,3.0,15477.0
United States of America,Bachelor’s degree,30.0,160000.0
Brazil,Bachelor’s degree,7.0,72000.0
Other,Master’s degree,3.0,38832.0
Germany,Master’s degree,14.0,83182.0
Italy,Less than a Bachelors,12.0,26411.0
United States of America,Master’s degree,12.0,250000.0
United Kingdom of Great Britain and Northern Ireland,Post grad,7.0,49920.0
United States of America,Bachelor’s degree,22.0,95000.0
United States of America,Bachelor’s degree,8.0,180000.0
France,Master’s degree,5.0,42648.0
Lithuania,Bachelor’s degree,4.0,57588.0
Poland,Bachelor’s degree,8.0,120000.0
United States of America,Master’s degree,3.0,90000.0
Netherlands,Master’s degree,9.0,90647.0
Spain,Post grad,11.0,49056.0
China,Bachelor’s degree,0.5,19824.0
South Africa,Less than a Bachelors,7.0,26556.0
United States of America,Bachelor’s degree,3.0,69500.0
Other,Master’s degree,1.0,12972.0
Other,Less than a Bachelors,3.0,10332.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,12.0,66212.0
China,Bachelor’s degree,5.0,57660.0
United States of America,Master’s degree,6.0,140000.0
United States of America,Bachelor’s degree,10.0,105000.0
United States of America,Bachelor’s degree,5.0,130000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,8.0,59679.0
Other,Bachelor’s degree,2.0,16632.0
France,Master’s degree,17.0,76783.0
Germany,Bachelor’s degree,7.0,72518.0
Canada,Master’s degree,5.0,132743.0
France,Master’s degree,6.0,66119.0
France,Master’s degree,2.0,47990.0
United States of America,Master’s degree,14.0,160000.0
Germany,Bachelor’s degree,4.0,56521.0
Germany,Bachelor’s degree,2.0,47990.0
France,Master’s degree,5.0,50123.0
Bulgaria,Bachelor’s degree,2.0,32717.0
United States of America,Bachelor’s degree,18.0,111000.0
Other,Master’s degree,6.0,70380.0
United States of America,Less than a Bachelors,4.0,84000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,10.0,125639.0
Brazil,Less than a Bachelors,2.0,14952.0
Poland,Less than a Bachelors,1.0,18036.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,37.0,94230.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,8.0,75384.0
India,Bachelor’s degree,10.0,42561.0
Portugal,Bachelor’s degree,2.0,21348.0
Netherlands,Bachelor’s degree,12.0,85315.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,84178.0
United States of America,Bachelor’s degree,2.0,171000.0
Canada,Master’s degree,10.0,119469.0
Germany,Master’s degree,5.0,115176.0
Spain,Bachelor’s degree,13.0,67186.0
United States of America,Bachelor’s degree,5.0,100000.0
United States of America,Bachelor’s degree,27.0,250000.0
United States of America,Bachelor’s degree,12.0,93600.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,56538.0
United States of America,Less than a Bachelors,26.0,155000.0
Sweden,Less than a Bachelors,2.0,48756.0
Other,Bachelor’s degree,2.0,49193.0
Turkey,Master’s degree,4.0,16536.0
United States of America,Less than a Bachelors,20.0,226700.0
India,Bachelor’s degree,11.0,51589.0
India,Less than a Bachelors,2.0,17028.0
Romania,Master’s degree,6.0,28476.0
Netherlands,Bachelor’s degree,35.0,70380.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,5.0,81540.0
Ukraine,Bachelor’s degree,3.0,36000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,75384.0
Australia,Bachelor’s degree,4.0,130927.0
United States of America,Master’s degree,5.0,150000.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,2.0,43974.0
Italy,Less than a Bachelors,1.0,230352.0
Other,Bachelor’s degree,7.0,58500.0
Brazil,Bachelor’s degree,21.0,29916.0
Canada,Bachelor’s degree,11.0,78084.0
United States of America,Bachelor’s degree,6.0,100000.0
Spain,Less than a Bachelors,6.0,38392.0
Portugal,Bachelor’s degree,5.0,13480.0
Hungary,Master’s degree,14.0,36828.0
United States of America,Less than a Bachelors,10.0,103000.0
United States of America,Master’s degree,3.0,250000.0
United States of America,Bachelor’s degree,18.0,155000.0
Germany,Master’s degree,15.0,95979.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,3.0,140716.0
Poland,Bachelor’s degree,5.0,36072.0
Germany,Less than a Bachelors,14.0,95979.0
United States of America,Master’s degree,18.0,230000.0
"Iran, Islamic Republic of...",Bachelor’s degree,8.0,85104.0
Poland,Bachelor’s degree,8.0,88584.0
Brazil,Bachelor’s degree,1.0,11592.0
Germany,Bachelor’s degree,3.0,42657.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,15.0,36435.0
United States of America,Post grad,10.0,80000.0
United States of America,Bachelor’s degree,8.0,92500.0
Chile,Less than a Bachelors,4.0,79512.0
United States of America,Bachelor’s degree,2.0,120000.0
Germany,Master’s degree,10.0,111976.0
India,Bachelor’s degree,3.0,64486.0
India,Bachelor’s degree,3.0,51589.0
United States of America,Bachelor’s degree,17.0,107000.0
Germany,Bachelor’s degree,7.0,47352.0
United States of America,Master’s degree,9.0,150000.0
Canada,Bachelor’s degree,16.0,171785.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,10.0,54025.0
France,Master’s degree,11.0,51189.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,31410.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,2.0,43283.0
Belgium,Less than a Bachelors,0.5,25596.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,21.0,42717.0
United States of America,Less than a Bachelors,5.0,150000.0
Germany,Bachelor’s degree,3.0,79983.0
Mexico,Bachelor’s degree,2.0,22584.0
Denmark,Less than a Bachelors,8.0,103248.0
Germany,Less than a Bachelors,12.0,63986.0
United States of America,Master’s degree,7.0,140000.0
United States of America,Bachelor’s degree,36.0,149000.0
Germany,Post grad,30.0,117308.0
Netherlands,Less than a Bachelors,8.0,47990.0
Switzerland,Less than a Bachelors,7.0,81912.0
United States of America,Master’s degree,9.0,250000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,3.0,37692.0
Poland,Master’s degree,12.0,33300.0
United States of America,Master’s degree,3.0,100000.0
United States of America,Master’s degree,17.0,176000.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,4.0,100511.0
Germany,Bachelor’s degree,5.0,54921.0
United States of America,Bachelor’s degree,20.0,236000.0
Germany,Master’s degree,22.0,111976.0
Other,Bachelor’s degree,3.0,13150.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,7.0,57794.0
Belgium,Bachelor’s degree,22.0,49056.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,6.0,94230.0
Canada,Bachelor’s degree,8.0,62467.0
Denmark,Master’s degree,7.0,103248.0
United States of America,Bachelor’s degree,11.0,230000.0
United States of America,Master’s degree,22.0,75000.0
United States of America,Bachelor’s degree,7.0,77245.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,7.0,106793.0
Germany,Master’s degree,9.0,90647.0
France,Master’s degree,5.0,69318.0
Other,Bachelor’s degree,7.0,32160.0
Czech Republic,Bachelor’s degree,8.0,77952.0
United States of America,Less than a Bachelors,8.0,65000.0
Netherlands,Bachelor’s degree,0.5,34548.0
United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,0.5,31410.0
Germany,Less than a Bachelors,24.0,74651.0
France,Master’s degree,1.0,40956.0
United States of America,Less than a Bachelors,24.0,110000.0
United States of America,Master’s degree,4.0,240000.0
United States of America,Bachelor’s degree,12.0,106000.0
United States of America,Post grad,12.0,140000.0
Germany,Bachelor’s degree,12.0,97259.0
United States of America,Less than a Bachelors,9.0,135000.0
United States of America,Bachelor’s degree,3.0,101000.0
Colombia,Bachelor’s degree,20.0,18120.0
Italy,Less than a Bachelors,15.0,39458.0
United States of America,Less than a Bachelors,3.0,110250.0
France,Master’s degree,4.0,44796.0
Poland,Bachelor’s degree,2.0,41628.0
United States of America,Bachelor’s degree,5.0,220000.0
United States of America,Bachelor’s degree,27.0,142610.0
Brazil,Master’s degree,27.0,37392.0
Czech Republic,Master’s degree,7.0,36372.0
Brazil,Bachelor’s degree,3.0,74784.0
Other,Bachelor’s degree,4.0,39600.0
Brazil,Post grad,1.0,38640.0
Ukraine,Master’s degree,5.0,18000.0
United States of America,Bachelor’s degree,5.0,165000.0
Other,Less than a Bachelors,15.0,10944.0
Germany,Post grad,9.0,83182.0
Canada,Bachelor’s degree,2.0,58563.0
United States of America,Master’s degree,7.0,165000.0
Germany,Bachelor’s degree,8.0,78916.0
United States of America,Less than a Bachelors,29.0,230000.0
United Kingdom of Great Britain and Northern Ireland,Master’s degree,1.0,50256.0
United States of America,Bachelor’s degree,14.0,155000.0
United States of America,Bachelor’s degree,13.0,130000.0
Argentina,Less than a Bachelors,5.0,24000.0
Ireland,Less than a Bachelors,27.0,95979.0
United States of America,Bachelor’s degree,3.0,120000.0
France,Post grad,10.0,128587.0
Spain,Bachelor’s degree,15.0,37325.0
United States of America,Less than a Bachelors,22.0,160000.0
United States of America,Less than a Bachelors,6.0,76000.0
Brazil,Less than a Bachelors,2.0,10387.0
Poland,Master’s degree,0.5,19428.0
Other,Bachelor’s degree,6.0,24461.0
United States of America,Bachelor’s degree,1.0,91000.0
United States of America,Bachelor’s degree,11.0,140000.0
United States of America,Bachelor’s degree,3.0,89160.0
France,Less than a Bachelors,2.0,53322.0
Russian Federation,Less than a Bachelors,18.0,62340.0
United States of America,Less than a Bachelors,14.0,118000.0
United Kingdom of Great Britain and Northern Ireland,Post grad,37.0,87948.0
Portugal,Post grad,6.0,24889.0
Canada,Bachelor’s degree,22.0,78084.0
United States of America,Bachelor’s degree,22.0,80000.0
Germany,Master’s degree,7.0,82116.0
Other,Master’s degree,5.0,15648.0
India,Less than a Bachelors,1.0,27852.0
United States of America,Master’s degree,6.0,115000.0
United States of America,Bachelor’s degree,10.0,110000.0
United States of America,Master’s degree,1.0,116000.0
Brazil,Less than a Bachelors,1.0,15576.0
United States of America,Less than a Bachelors,2.0,93750.0
Ukraine,Master’s degree,9.0,30708.0
Germany,Bachelor’s degree,10.0,79983.0
United States of America,Bachelor’s degree,1.0,80000.0
France,Post grad,1.0,34126.0
United States of America,Bachelor’s degree,8.0,175000.0
Sweden,Master’s degree,15.0,82884.0
Poland,Master’s degree,2.0,30063.0
Germany,Master’s degree,18.0,58654.0
United States of America,Bachelor’s degree,2.0,50000.0
Germany,Bachelor’s degree,12.0,85315.0
Turkey,Bachelor’s degree,9.0,53322.0
United States of America,Bachelor’s degree,31.0,240000.0
Other,Bachelor’s degree,1.0,30000.0
United States of America,Bachelor’s degree,0.5,75000.0
Israel,Master’s degree,4.0,86088.0
India,Bachelor’s degree,3.0,55000.0
United States of America,Post grad,15.0,165000.0
France,Master’s degree,22.0,42657.0
Israel,Bachelor’s degree,17.0,179352.0
Canada,Less than a Bachelors,10.0,42946.0
United Kingdom of Great Britain and Northern Ireland,Less than a Bachelors,2.0,41461.0
Other,Less than a Bachelors,5.0,29856.0
United States of America,Bachelor’s degree,21.0,168000.0
